marital_status,application_mode,application_order,course,course_time,education_level,previous_grade,nationality,mother_education,father_education,mother_occupation,father_occupation,admission_grade,is_displaced,has_special_needs,is_debtor,is_tuition_paid,gender,is_scholarship_holder,age_at_enrollment,is_international,s1_credited,s1_enrolled,s1_evaluated,s1_approved,s1_grade,s1_not_evaluated,s2_credited,s2_enrolled,s2_evaluated,s2_approved,s2_grade,s2_not_evaluated,unemployment_rate,inflation_rate,gdp,status,avg_grade,avg_grade_bin,avg_admission_grade_bin,unemployment_bin,inflation_bin,gdp_bin
single,3rd phase - general contingent,1,Management,daytime,Secondary,64.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Personal services & sales,60.85,1,0,0,1,female,0,19,0,0,5,8,5,55.00000000000001,0,0,5,6,5,77.0,0,12.4,0.5,1.79,Graduate,66.0,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,6,Management,daytime,Secondary,57.49999999999999,Portuguese,Secondary,Basic 1st cycle (4th-5th),Admin staff,Unskilled workers,58.550000000000004,1,0,1,1,female,0,22,0,0,5,5,5,69.0,0,0,5,5,5,65.0,0,7.6,2.6,0.32,Graduate,67.0,61-80,50-70,Very Low,High,Medium
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary,60.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Admin staff,Unskilled workers,57.2,0,0,0,1,female,1,18,0,0,6,6,6,63.33333335,0,0,6,6,6,64.16666665000001,0,11.1,0.6,2.02,Graduate,63.75,61-80,50-70,Medium,Low,Very High
single,2nd phase - general contingent,1,Social Service,daytime,Secondary,67.0,Portuguese,Higher education (diploma),Secondary,Technicians & associate professionals,Admin staff,66.5,1,0,0,1,female,0,18,0,0,6,8,6,58.75,0,0,6,10,5,60.0,0,12.7,3.7,-1.7,Graduate,59.375,41-60,50-70,Medium,Very High,Low
single,1st phase - general contingent,3,Nursing,daytime,Secondary,63.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Machine operators,59.4,1,0,0,1,female,1,19,0,0,8,8,7,63.92857144999999,0,0,8,8,7,63.92857144999999,0,12.7,3.7,-1.7,Graduate,63.92857144999999,61-80,50-70,Medium,Very High,Low
single,1st phase - general contingent,1,Equinculture,daytime,Secondary,75.5,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Admin staff,75.5,1,0,0,1,female,0,18,0,0,6,11,6,72.22222219999999,0,0,6,6,6,66.66666665000001,0,16.2,0.3,-0.92,Graduate,69.444444425,61-80,70-100,Very High,Low,Medium
single,1st phase - general contingent,6,Nursing,daytime,Secondary,61.0,Portuguese,Secondary,Secondary,Admin staff,Admin staff,59.8,1,0,0,1,female,0,21,0,0,7,8,6,66.25,0,0,8,8,8,69.1875,0,13.9,-0.3,0.79,Enrolled,67.71875,61-80,50-70,High,Very Low,High
single,2nd phase - general contingent,1,Nursing,daytime,Secondary,70.5,Portuguese,Bachelors degree,Basic 2nd cycle (6th-8th),"Specialists (science, law, etc.)",Military professions,67.7,1,0,0,1,female,0,18,0,0,7,9,7,62.53124999999999,0,0,8,15,5,65.99999999999999,0,13.9,-0.3,0.79,Enrolled,64.26562499999999,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,66.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Unskilled workers,Skilled industry workers,60.04999999999999,1,0,0,1,female,0,18,0,0,5,8,4,63.74999999999999,1,0,5,10,4,58.75,0,12.7,3.7,-1.7,Graduate,61.25,61-80,50-70,Medium,Very High,Low
single,Over 23 years old,1,Veterinary Nursing,daytime,Higher education (diploma),75.0,Portuguese,Bachelors degree,Higher education (diploma),Admin staff,Skilled industry workers,86.65,1,0,0,1,female,0,25,0,1,6,7,6,84.28571430000001,0,1,6,6,6,82.5,0,13.9,-0.3,0.79,Graduate,83.39285715,81-100,70-100,High,Very Low,High
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary,68.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Technicians & associate professionals,63.1,0,0,0,1,female,0,19,0,0,6,6,6,65.83333335,0,0,6,6,6,75.0,0,16.2,0.3,-0.92,Graduate,70.416666675,61-80,50-70,Very High,Low,Medium
single,1st phase - general contingent,1,Basic Education,daytime,Secondary,64.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),"Specialists (science, law, etc.)",Skilled industry workers,63.45,1,0,0,1,female,1,19,0,0,6,9,5,61.0,0,0,6,10,4,57.49999999999999,0,7.6,2.6,0.32,Enrolled,59.25,41-60,50-70,Very Low,High,Medium
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary,64.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Military professions,78.7,1,0,0,1,female,0,26,0,0,6,7,6,82.5,0,0,6,8,6,71.42857145,0,8.9,1.4,3.51,Graduate,76.964285725,61-80,70-100,Very Low,Medium,Very High
single,2nd phase - general contingent,2,Management,daytime,Secondary,65.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,60.099999999999994,1,0,0,1,female,0,21,0,0,5,10,4,58.75,0,0,5,6,5,57.99999999999999,0,12.4,0.5,1.79,Graduate,58.375,41-60,50-70,Medium,Low,High
single,1st phase - general contingent,1,Management,daytime,Secondary,65.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),"Specialists (science, law, etc.)",Unskilled workers,62.4,0,0,0,1,female,0,19,0,0,5,14,1,55.00000000000001,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,Dropout,27.500000000000004,21-40,50-70,High,Very Low,High
single,2nd phase - general contingent,1,Nursing,daytime,Secondary,75.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,65.15,0,0,0,1,female,1,19,0,0,8,8,7,75.57142855000001,0,0,8,8,7,75.57142855000001,0,12.7,3.7,-1.7,Graduate,75.57142855000001,61-80,50-70,Medium,Very High,Low
single,1st phase - general contingent,1,Social Service,daytime,Secondary,82.5,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Unskilled workers,Machine operators,76.2,1,0,0,1,female,1,18,0,0,6,8,6,77.5,0,0,6,7,6,71.42857145,0,16.2,0.3,-0.92,Graduate,74.464285725,61-80,70-100,Very High,Low,Medium
married,Change of course,1,Management (evening attendance),evening,Secondary,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Skilled industry workers,56.75,0,0,0,1,female,1,32,0,3,10,12,7,55.7142857,0,4,10,10,8,60.0,0,10.8,1.4,1.74,Graduate,57.85714285,41-60,50-70,Low,Medium,High
single,1st phase - general contingent,1,Social Service,daytime,Secondary,63.0,Portuguese,Higher education (diploma),Secondary,Personal services & sales,Personal services & sales,62.85000000000001,0,0,0,1,female,1,18,0,0,6,6,6,56.666666649999996,0,0,6,8,6,56.666666649999996,0,15.5,2.8,-4.06,Graduate,56.666666649999996,41-60,50-70,Very High,High,Very Low
single,1st phase - general contingent,5,Nursing,daytime,Secondary,50.5,Portuguese,Secondary,Secondary,Technicians & associate professionals,Admin staff,51.2,0,0,0,1,female,0,20,0,0,7,9,5,60.199999999999996,0,0,7,9,6,58.85714285,0,12.4,0.5,1.79,Enrolled,59.528571424999996,41-60,50-70,Medium,Low,High
single,2nd phase - general contingent,3,Management,daytime,Secondary,62.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Skilled industry workers,Skilled industry workers,62.85000000000001,0,0,0,1,female,0,20,0,0,5,7,5,55.833333350000004,0,0,5,9,4,53.75,0,15.5,2.8,-4.06,Enrolled,54.791666675,41-60,50-70,Very High,High,Very Low
divorced,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary,50.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Admin staff,Military professions,60.0,0,0,1,1,female,1,39,0,0,5,6,5,53.0,0,0,5,7,4,53.75,0,9.4,-0.8,-3.12,Graduate,53.375,41-60,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Equinculture,daytime,Secondary,58.5,Portuguese,Secondary,Secondary,Unskilled workers,Unskilled workers,54.65,1,0,0,1,female,0,20,0,0,5,10,4,62.5,0,0,5,12,2,65.0,0,12.7,3.7,-1.7,Enrolled,63.75,61-80,50-70,Medium,Very High,Low
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,79.5,Portuguese,Higher education (diploma),Secondary,Admin staff,Admin staff,81.1,1,0,1,0,female,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0-20,70-100,Medium,Low,High
single,2nd phase - general contingent,1,Journalism and Communication,daytime,Secondary,88.5,Portuguese,Bachelors degree,Secondary,Teachers,IT technicians,77.85,0,0,1,1,female,1,18,0,0,6,6,6,78.33333335,0,0,6,6,6,69.16666665,0,8.9,1.4,3.51,Graduate,73.75,61-80,70-100,Very Low,Medium,Very High
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,78.0,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",73.85,1,0,0,1,female,0,21,0,6,12,12,12,76.66666665000001,0,4,11,15,11,75.0,0,8.9,1.4,3.51,Graduate,75.83333332500001,61-80,70-100,Very Low,Medium,Very High
single,1st phase - general contingent,5,Nursing,daytime,Secondary,62.5,Portuguese,Secondary,Secondary,Technicians & associate professionals,Machine operators,57.8,1,0,0,1,female,0,18,0,0,7,9,6,60.916666649999996,0,0,7,9,6,58.916666649999996,0,16.2,0.3,-0.92,Enrolled,59.916666649999996,41-60,50-70,Very High,Low,Medium
single,1st phase - general contingent,2,Management,daytime,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,58.9,0,0,0,1,female,0,18,0,0,5,8,2,50.0,0,0,5,9,3,56.666666649999996,0,7.6,2.6,0.32,Enrolled,53.333333325,41-60,50-70,Very Low,High,Medium
single,Change of course,1,Agronomy,daytime,Secondary,62.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Admin staff,Skilled industry workers,62.5,1,0,0,1,female,0,21,0,9,14,23,9,60.0,2,6,12,21,8,56.25,0,15.5,2.8,-4.06,Graduate,58.125,41-60,50-70,Very High,High,Very Low
single,1st phase - general contingent,1,Management,daytime,Secondary,63.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,64.9,1,0,0,1,female,0,22,0,0,5,8,3,51.66666665,0,0,5,11,2,50.0,0,7.6,2.6,0.32,Dropout,50.833333325,41-60,50-70,Very Low,High,Medium
single,2nd phase - general contingent,1,Tourism,daytime,Secondary,60.5,Portuguese,Secondary,Secondary,Admin staff,Admin staff,61.55,1,0,0,1,male,0,21,0,0,6,11,6,55.833333350000004,0,0,6,14,3,73.33333334999999,0,7.6,2.6,0.32,Enrolled,64.58333335,61-80,50-70,Very Low,High,Medium
single,Change of course,1,Communication Design,daytime,Secondary,67.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,61.4,1,0,0,1,male,1,20,0,0,6,8,3,55.00000000000001,0,0,6,8,2,56.666666649999996,0,10.8,1.4,1.74,Enrolled,55.833333325,41-60,50-70,Low,Medium,High
single,1st phase - general contingent,1,Tourism,daytime,Secondary,69.0,Brazilian,Secondary,Secondary,Unskilled workers,Unskilled workers,63.24999999999999,1,0,0,1,female,1,20,1,0,6,7,6,64.2857143,0,0,6,8,5,59.00000000000001,0,8.9,1.4,3.51,Graduate,61.64285715,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,4,Nursing,daytime,Secondary,68.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,61.5,1,0,0,1,female,0,19,0,0,8,8,7,71.64285715000001,0,0,8,8,7,71.64285715000001,0,10.8,1.4,1.74,Graduate,71.64285715000001,61-80,50-70,Low,Medium,High
single,1st phase - general contingent,1,Social Service,daytime,Secondary,71.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Personal services & sales,Skilled industry workers,63.85000000000001,0,0,0,1,female,1,20,0,0,6,7,6,75.0,0,0,6,6,6,81.66666665,0,13.9,-0.3,0.79,Graduate,78.333333325,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,64.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,58.75,1,0,0,1,female,0,19,0,0,5,9,5,68.0,1,0,5,5,5,62.0,0,12.7,3.7,-1.7,Graduate,65.0,61-80,50-70,Medium,Very High,Low
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,67.0,Portuguese,Secondary,Secondary,"Specialists (science, law, etc.)",Skilled industry workers,64.2,1,0,0,1,female,1,18,0,0,5,12,5,64.2857143,2,0,5,8,4,66.25,0,9.4,-0.8,-3.12,Graduate,65.26785715,61-80,50-70,Low,Very Low,Very Low
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary,61.5,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Technicians & associate professionals,62.05,1,0,0,1,female,0,18,0,0,6,7,2,72.5,0,0,6,6,1,50.0,0,15.5,2.8,-4.06,Dropout,61.25,61-80,50-70,Very High,High,Very Low
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,75.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Machine operators,70.45,0,1,0,1,female,0,24,0,0,5,7,3,53.333333350000004,0,0,5,7,3,52.5,0,10.8,1.4,1.74,Dropout,52.916666675,41-60,70-100,Low,Medium,High
single,1st phase - general contingent,1,Tourism,daytime,Secondary,64.5,Portuguese,Secondary,Secondary,Admin staff,"Specialists (science, law, etc.)",63.1,0,0,1,0,female,1,21,0,0,6,7,6,67.14285715,0,0,6,8,6,56.666666649999996,0,8.9,1.4,3.51,Dropout,61.9047619,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,3,Nursing,daytime,Secondary,67.0,Portuguese,Secondary,Basic 1st cycle (4th-5th),Machine operators,Skilled industry workers,60.25,1,0,0,1,male,1,18,0,0,7,12,7,58.58333335,0,0,8,13,4,54.339999999999996,0,15.5,2.8,-4.06,Graduate,56.461666675,41-60,50-70,Very High,High,Very Low
single,2nd phase - general contingent,1,Management,daytime,Secondary,63.5,Portuguese,Secondary,Basic 1st cycle (4th-5th),Admin staff,Machine operators,60.54999999999999,1,0,0,1,male,1,20,0,0,5,11,4,60.0,0,0,5,5,5,64.0,0,11.1,0.6,2.02,Graduate,62.0,61-80,50-70,Medium,Low,Very High
single,3rd phase - general contingent,2,Basic Education,daytime,Secondary,61.5,Portuguese,Secondary,Higher education (diploma),Unskilled workers,"Specialists (science, law, etc.)",61.85000000000001,1,0,1,0,female,0,20,0,0,6,11,5,65.99999999999999,0,0,6,8,4,53.75,0,10.8,1.4,1.74,Dropout,59.87499999999999,41-60,50-70,Low,Medium,High
single,2nd phase - general contingent,3,Tourism,daytime,Secondary,63.5,Portuguese,11th-grade,Basic 2nd cycle (6th-8th),Personal services & sales,Skilled industry workers,58.45,1,0,1,1,female,0,18,0,0,6,7,5,61.0,0,0,6,10,4,61.25000000000001,0,12.4,0.5,1.79,Dropout,61.125,61-80,50-70,Medium,Low,High
single,Over 23 years old,1,Oral Hygiene,daytime,Secondary,66.55,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Farmers & agriculture,50.0,1,0,0,1,female,1,25,0,0,7,11,5,62.9,0,0,7,9,6,60.7857143,0,8.9,1.4,3.51,Graduate,61.84285715,61-80,0-50,Very Low,Medium,Very High
single,2nd phase - general contingent,5,Social Service,daytime,Secondary,65.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Personal services & sales,Skilled industry workers,60.099999999999994,1,0,0,1,female,1,19,0,0,6,9,5,56.666666649999996,0,0,6,6,6,54.16666665,0,13.9,-0.3,0.79,Enrolled,55.416666649999996,41-60,50-70,High,Very Low,High
married,Over 23 years old,1,Biofuel Production Technologies,daytime,Secondary,60.0,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Unskilled workers,Personal services & sales,76.9,0,0,1,1,male,0,35,0,0,7,9,0,0.0,0,0,7,8,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0-20,70-100,Medium,Low,Very High
single,1st phase - general contingent,4,Nursing,daytime,Secondary,66.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Personal services & sales,60.04999999999999,1,0,0,1,female,1,19,0,0,7,9,6,62.14285715,0,0,8,8,8,70.0,0,13.9,-0.3,0.79,Graduate,66.071428575,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,66.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,64.05,1,0,0,1,male,1,18,0,0,6,6,6,65.0,0,0,6,6,6,65.0,0,13.9,-0.3,0.79,Dropout,65.0,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,1,Nursing,daytime,Secondary,71.5,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Military professions,63.4,0,0,0,1,male,0,19,0,0,8,8,7,72.67857144999999,0,0,8,8,7,72.67857144999999,0,10.8,1.4,1.74,Graduate,72.67857144999999,61-80,50-70,Low,Medium,High
single,Change of course,1,Nursing,daytime,Secondary,70.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Skilled industry workers,62.85000000000001,1,0,0,1,male,1,19,0,0,7,8,5,55.99999999999999,0,0,7,8,5,55.99999999999999,0,7.6,2.6,0.32,Enrolled,55.99999999999999,41-60,50-70,Very Low,High,Medium
single,2nd phase - general contingent,1,Communication Design,daytime,Secondary,78.5,Portuguese,Higher education (diploma),Higher education (diploma),Technicians & associate professionals,Technicians & associate professionals,73.1,0,0,0,1,male,0,18,0,0,6,6,6,80.0,0,0,6,6,6,68.33333335,0,12.4,0.5,1.79,Graduate,74.166666675,61-80,70-100,Medium,Low,High
single,Over 23 years old,1,Equinculture,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Basic 3rd cycle (9th-11th),Higher education (diploma),Unskilled workers,"Specialists (science, law, etc.)",70.0,1,0,1,1,male,0,24,0,0,6,13,5,65.71428569999999,0,0,6,15,3,63.33333335,0,16.2,0.3,-0.92,Dropout,64.52380952499999,61-80,50-70,Very High,Low,Medium
single,Change of course,1,Social Service (evening attendance),evening,Secondary,72.5,Spanish,Unknown,Unknown,Student,Student,67.25,1,0,0,1,male,0,25,1,8,14,23,11,58.4375,0,6,10,20,8,55.7142857,0,9.4,-0.8,-3.12,Graduate,57.07589285,41-60,50-70,Low,Very Low,Very Low
single,Over 23 years old,1,Informatics Engineering,daytime,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Higher education (diploma),Unskilled workers,Technicians & associate professionals,68.5,1,0,0,1,male,0,28,0,0,5,11,4,52.5,0,0,5,12,4,55.00000000000001,4,7.6,2.6,0.32,Enrolled,53.75,41-60,50-70,Very Low,High,Medium
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,55.50000000000001,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Personal services & sales,Unskilled workers,53.75,0,0,0,1,male,1,19,0,0,6,9,6,69.16666665,0,0,6,12,5,68.33333335,0,11.1,0.6,2.02,Graduate,68.75,61-80,50-70,Medium,Low,Very High
single,2nd phase - general contingent,2,Informatics Engineering,daytime,Secondary,57.99999999999999,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Skilled industry workers,56.10000000000001,0,0,0,1,male,0,19,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0-20,50-70,Very High,Low,Medium
single,Over 23 years old,1,Equinculture,daytime,11th grade - not completed,66.55,Portuguese,11th-grade,"Can read, no formal schooling",Other,Other,64.1,0,0,0,0,male,1,30,0,0,5,13,0,0.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,0.0,0-20,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Nursing,daytime,Secondary,67.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,63.4,1,0,0,1,male,0,19,0,0,7,9,0,0.0,0,0,7,8,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0-20,50-70,Very High,High,Very Low
single,2nd phase - general contingent,1,Management,daytime,Secondary,72.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Admin staff,Admin staff,66.05,1,0,0,1,male,0,21,0,0,5,10,1,50.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,25.0,21-40,50-70,Medium,Low,Very High
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,59.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Technicians & associate professionals,Personal services & sales,55.00000000000001,0,0,0,1,male,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,0.0,0-20,50-70,High,Very Low,High
single,Over 23 years old,1,Agronomy,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Personal services & sales,50.0,0,0,0,0,male,0,29,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,0.0,0-20,0-50,High,Very Low,High
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,57.49999999999999,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,57.15,0,0,0,1,male,0,18,0,0,6,7,4,63.0,0,0,6,6,4,65.0,0,12.4,0.5,1.79,Dropout,64.0,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,2,Management,daytime,Secondary,61.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Admin staff,Personal services & sales,58.20000000000001,0,0,0,1,male,0,21,0,0,5,10,3,56.25,0,0,5,9,3,55.00000000000001,0,15.5,2.8,-4.06,Enrolled,55.625,41-60,50-70,Very High,High,Very Low
single,Transfer,1,Communication Design,daytime,Secondary,60.0,Portuguese,Higher education (diploma),Bachelors degree,Technicians & associate professionals,Govt & executive leaders,58.45,0,0,0,1,male,0,20,0,6,7,13,7,61.875,0,4,7,8,4,56.25,0,13.9,-0.3,0.79,Dropout,59.0625,41-60,50-70,High,Very Low,High
single,Change of institution/course,1,Management (evening attendance),evening,Secondary,60.0,Portuguese,Basic 2nd cycle (6th-8th),Higher education (diploma),Personal services & sales,Technicians & associate professionals,64.1,0,0,1,1,male,0,24,0,3,10,15,7,53.57142855,0,3,10,11,9,62.7777778,0,12.4,0.5,1.79,Enrolled,58.174603175,41-60,50-70,Medium,Low,High
